ИНДЕКС 1,"Угол нашивки, град",Шаг нашивки,Плотность нашивки,Соотношение матрица-наполнитель,"Плотность, кг/м3","модуль упругости, ГПа","Количество отвердителя, м.%","Содержание эпоксидных групп,%_2","Температура вспышки, С_2","Поверхностная плотность, г/м2","Модуль упругости при растяжении, ГПа","Прочность при растяжении, МПа","Потребление смолы, г/м2"
162,0,"5,9034082661","72,5749217151","3,7789499637","1868,7010494958","1152,9871447196","141,175148405","18,2615047685","283,3041603019","1169,880886911","73,9610125863","2332,5333073637","205,454127248"
163,0,"4,2473905785","28,757218898","2,3656825319","1930,9569810136","657,9167049366","97,9760139409","22,1404775974","294,8656309445","750,4238103919","69,5823142159","2326,6161862734","154,7103346233"
164,0,"10,8732869754","32,1954704982","2,6784591609","1914,0792612385","345,193227034","122,1048232411","16,9953034666","368,6519484531","541,1086598827","76,5065196614","2521,1139378833","201,2440756525"
165,0,"5,6651336878","88,0724895051","2,9975735539","2097,7417219771","1107,8947811921","128,5977227534","24,6596232336","262,6162319759","405,6071139684","74,5692592218","2049,3206853841","173,4567991426"
166,0,"2,7098283686","71,0266534612","2,7723797781","2033,8201899105","1249,3440225525","103,9877189392","24,6727463524","323,3054023212","240,8010781539","78,7616276028","2438,2196828925","170,7706897689"
167,0,"6,5354452186","36,6820981263","1,0301885097","1923,8119757715","274,9114996495","126,7580122464","27,0992028335","278,7095606945","657,0264718954","73,1312675494","2687,1113497382","126,71644303"
168,0,"9,3383687933","53,4565065069","2,3868682435","1968,9530829027","1190,0196060944","115,2370682153","24,4865336367","298,128902344","416,22018437","72,3420250545","2846,7502848307","141,9782307783"
169,0,"6,8939732708","86,0124270099","4,114134014","2012,1503386945","931,9873160376","88,335516641","18,5310055448","266,890251023","71,2824969931","74,4548605894","3003,7529449168","250,2623944372"
170,0,"4,4097399329","75,6278356148","3,6184979509","2037,6239684632","1109,1576469376","133,4996489104","21,573072884","346,8243404229","560,4326853793","77,5080453422","2607,2593106856","230,7889045263"
171,0,"9,6256899405","37,3506528069","2,2751816936","1999,852103887","788,4562723544","136,7102854734","20,199540777","367,5493161394","951,1442481988","72,3211612354","2427,9760667224","356,9259745334"
172,0,"7,2081468899","35,7688113522","3,4417055765","1839,8646487226","935,5117920623","99,0798588553","20,7158394354","330,3716365108","556,1532625179","76,6321383147","3791,0728102929","284,8529500915"
173,0,"5,1174766064","34,7815437244","3,5840465142","1982,6012045907","507,6567968974","73,4026600251","25,6005476346","289,5423550482","347,8385074486","76,0992002156","2938,1230260253","195,370410437"
174,0,"4,5486978405","75,1154829407","2,691659136","1899,8691513657","742,6811368791","100,3378851108","19,8693572375","358,2708778439","394,1662576292","73,0678138692","2752,0119380042","147,4895821429"
175,0,"3,686535093","44,3694843297","2,01104205","2094,7697920809","1057,5974547849","168,911556338","21,558424873","396,8982222222","447,1844248916","72,6942980855","1548,0227240656","181,4044909514"
176,0,"4,2710815448","82,7236805318","2,2131302557","2107,8610602611","343,0537951301","74,3865045251","23,0758898508","277,0806757431","105,4777254738","71,3295743027","2667,1092479575","178,7870380562"
177,0,"9,3494351426","37,2881525203","2,3651934823","1934,3094029469","579,9477807703","97,4905035235","26,8204423388","229,9407940017","74,5383866023","75,3102872467","2796,4583446972","224,7738300955"
178,0,"4,6265605978","52,4175928433","2,7105308304","1936,43879876","473,9734681609","122,5992227553","24,3657473294","315,8589962674","588,6018053274","79,3367599291","1960,882953483","268,6710328605"
179,0,"3,7170148709","54,6055537478","4,4224662414","1945,3236989767","636,831057218","127,6613506484","20,5276962843","249,2916031881","646,6323543832","78,2590887401","2934,8657283506","197,5578222719"
180,0,"4,9044854435","49,8985667857","2,989538125","1947,9521670288","240,1425900415","110,6154657566","21,031069148","342,1680454691","0,6037399252","72,1463596379","1680,9710568766","278,1947591065"
181,0,"5,7735078448","65,5225224047","3,059959372","2016,6447225116","897,9737925582","121,2006323677","23,460347766","243,7027576299","352,1060176965","76,7960999946","2742,2999654818","249,3713181282"
182,0,"9,4186512797","52,5116183794","2,1033740519","1905,6427569436","1459,5705406814","105,9183696522","23,6822521806","238,120039077","495,6747673031","74,1284812698","1809,9932493837","190,2638240397"
183,0,"10,3216277867","53,6044788418","3,037264207","1816,1077159988","1098,633655122","143,1877620799","25,8775194672","295,978698504","375,5913596177","72,8142652994","2947,4766711114","196,9145759286"
184,0,"5,8713582611","73,181027456","3,4648265158","2015,2669843275","1152,9019620644","79,9945936528","19,9194256215","277,0756207251","458,5564449056","73,5556397063","2430,1699340791","231,0782584462"
185,0,"5,7831650184","36,911050743","2,1520547121","1938,2821436895","1065,6257433834","148,1042333987","19,0933916705","234,8567127684","865,6290360927","72,2994617049","3848,4367318762","143,1236402692"
186,0,"6,9686975936","61,2898015182","1,584452573","2050,5830505367","486,635728644","136,1877963761","23,1841649739","234,0195072834","1040,4666446954","70,7065321295","2510,7928790947","132,3781790815"
187,0,"7,4823115585","36,0058084993","1,8271516402","1987,5950894949","428,0245811412","85,7683708634","22,7306825099","321,4606104381","697,7742035982","75,6918754743","1928,0834789356","212,1119353291"
188,0,"3,1121472479","28,6616316278","3,1544260641","1947,0724122838","822,6051324163","100,0470741053","23,4177941713","381,8577245477","698,7886479068","78,8543046969","3018,4526576618","154,1086131056"
189,0,"5,4774809034","64,2141653509","2,8365096555","2019,4185259277","943,7146977039","124,302188063","18,8413091448","233,4692911744","463,6010927863","69,2830029006","2890,6157759562","188,5057166871"
190,0,"11,4711515577","35,0051209325","3,6116585156","1884,3718111266","1027,0089652972","167,44687441","20,0535831663","289,3043837972","420,2361979407","74,4088448961","2314,4166585245","301,7640423448"
191,0,"6,6534132922","39,2345580491","3,4760441901","1866,5309081311","955,8669012564","95,8463168608","19,4463301785","341,1820393792","411,9574915866","72,298268923","2741,6733319021","331,198818455"
192,0,"8,1474162496","38,1519720553","1,4414777725","1984,1443568404","1086,4927236539","107,9381010442","21,292585799","299,9246201221","533,7922209069","74,5664758439","2409,3352697015","255,5937332178"
193,0,"9,9929509067","92,9634919477","2,3481854613","1929,6771803974","422,5246630058","104,7375190918","23,645352626","305,79931608","554,5074960129","76,436218329","3238,2182057814","273,1743695323"
194,0,"6,9992218177","58,9856431743","1,9385891959","2013,2450262162","165,3656556771","134,8604074206","23,2838681486","280,1248018811","342,6609515422","74,4049466077","2156,6665909469","222,2994027144"
195,0,"5,8711962782","47,8752446559","3,0129978728","1968,8606184595","1223,0469353753","118,5018936207","21,5396081118","351,6578397174","281,3484723571","70,6739851525","2245,826462543","217,4812623314"
196,0,"4,2147743929","55,7667272364","3,4597748703","1902,1529406074","1057,2152184707","109,838111545","20,4446666899","218,6113092477","14,3735072222","66,4210700552","2528,0789438809","138,1417773189"
197,0,"1,4921066255","42,2389415042","2,584864673","1967,0192732383","367,089511058","119,768302453","19,122262962","253,5835051457","62,3445215943","73,7583683451","2861,1740696124","202,292687822"
198,0,"9,5013630735","57,5572830985","4,3764150762","1981,0102132375","567,5180229211","43,1325831099","21,0550553166","247,3178833262","466,6756825497","67,4946394791","2713,5323734871","173,3517727068"
199,0,"7,0000588928","56,7266771275","3,9123681194","2040,8943826848","743,5254205213","94,7703293033","21,6368849352","251,2180373438","866,1982879661","72,9225266595","2939,6212401467","153,9959262131"
200,0,"11,1373445336","37,4072791223","4,0399099411","2078,5102456557","946,5594428722","121,3823646961","20,5432749561","354,2350878425","309,7904435335","69,067951619","2437,5053700444","188,2655733368"
201,0,"11,8321915257","71,8187845577","2,1420967705","1927,7678862981","671,6322449247","91,4306086113","22,8307969745","343,9581481036","225,5238844691","65,7938449666","3342,8020587579","305,7058052472"
202,0,"6,3590101804","57,6954609252","3,0074254441","1810,4712252826","1033,7854958258","148,8497679555","18,8042366959","266,2817125552","721,9598452412","74,1448162068","2836,9120380093","254,566416112"
203,0,"7,0787540421","78,1791533624","2,7081660447","1984,50529585","1071,2700523025","125,9675045825","18,1484639734","351,0254232024","305,2351552912","73,1814103837","2044,5169682348","239,5686220363"
204,0,"8,9053325929","78,9940943334","2,9292760612","1786,0356355337","932,1456055824","103,3519073681","25,2823187526","274,4859068377","111,6493845371","71,4252708677","2811,3302784295","140,5707828008"
205,0,"13,2462193162","77,4641110856","3,8001978836","1913,2728706209","840,3196330669","104,0174436267","23,6473535207","279,7958700037","288,0200242201","68,9490651809","2177,0649560668","261,1540860253"
206,0,"8,1142763029","49,0640656169","3,5852481529","2112,3295388644","1271,2392650172","119,3362399092","21,7927287413","323,4874908319","644,5673706719","70,8709048627","1446,9579797996","196,7709623349"
207,0,"9,13837855","52,3643544541","2,3437376896","1889,3345397716","420,5769811564","104,4258679346","24,2904981514","289,808973456","192,6863874514","69,0910158876","2475,6270835218","230,5674721209"
208,0,"3,9062245477","50,7417253113","4,7066535154","1938,9497295376","1014,1733821651","35,6209043592","24,8296760386","328,8646593907","379,246075217","74,4458963648","3063,025225412","164,5475780018"
209,0,"9,4758521852","80,4692605205","2,0317848136","1953,1027337519","191,1992073418","135,6066345005","19,7811735155","295,8529610349","619,9116038546","76,1861418109","3232,1394422472","186,7838138406"
210,0,"7,5221959487","61,5216581793","3,0082040423","1990,0947842703","687,815935947","110,226287071","23,724445931","331,9960242124","410,5513865683","71,3069923966","2428,1015657163","300,984780327"
211,0,"12,2876658508","73,0447809733","2,6961831141","1959,7796392573","26,8269997962","132,0319517609","19,8687970389","349,7261707522","527,2294314253","74,6591591539","2188,7444726309","414,5906283615"
212,0,"7,4998018721","36,0392096354","3,5516543616","1920,694722298","861,959506849","146,4511956968","23,0419221579","386,0679917795","623,5084497399","75,230994014","2465,0209163088","236,1569670342"
213,0,"4,0038516363","59,7964460205","3,0199566135","1899,2180287987","1025,9319303348","125,984805918","21,4577802304","279,0173913049","160,4214556984","73,3993953694","2603,8888350287","299,1976277011"
214,0,"8,3197778543","56,790525342","1,5449471675","1967,1756201723","533,0664225957","80,3697636269","21,3217774573","346,7556782257","82,184274857","72,1374099011","2083,8022998292","267,2979489634"
215,0,"3,9107165643","40,3556624127","3,1255008797","1995,6847209925","1360,0338130553","103,2957476707","21,8468058571","277,3684747003","500,3138901846","72,4564474569","2186,1400548971","183,6683526822"
216,0,"0,145034143","54,138755574","2,509977315","1912,2151452833","1056,0963848548","87,1988399504","21,8831520713","252,3310690817","781,3553582158","71,5554596012","2029,147825107","206,4287118948"
217,0,"2,5116466768","75,3482750285","4,4144158857","1901,5860091632","1000,2892879742","98,2440886944","24,481028015","288,4018487171","399,8701335941","81,2031467208","2371,2992415692","251,3592793093"
218,0,"13,7324044034","64,5104647514","4,8024164279","1953,7100477245","1038,5087820748","118,9995852178","25,1884292166","277,5464567644","463,4006047674","74,4566557886","2326,8546263707","234,4305729618"
219,0,"6,3781777915","46,0768937816","2,3674951376","1926,5965025771","932,8035604172","86,7776522796","24,8101878571","272,2392125404","267,1408174598","74,8686842162","2883,6364966498","271,9137155858"
220,0,"7,9615030536","63,6654782119","2,6890640083","2059,8425289796","538,736628087","137,1185843488","25,4017202824","263,3870242685","1004,0660615912","68,0623771444","2643,2255178856","294,4216221341"
221,0,"5,0764831486","70,9797156157","2,051710134","2161,5652164639","1012,6594783944","145,167640017","24,6036208668","274,8936572907","837,4803643747","81,175230551","2011,6225506736","176,8175045819"
222,0,"10,7513826338","74,0939974236","3,5913102446","1963,7863088934","882,5348636533","103,2095368182","20,0859814008","260,527628143","525,2964983748","69,3423624683","2997,2269303166","148,7719058866"
223,0,"6,8539630142","45,4539850735","2,4234584674","2142,0658219412","1023,4527499519","94,895266999","22,0542194485","277,9879736023","865,0854106823","78,1397849451","2964,0058398785","211,530319187"
224,0,"5,8018333818","73,5414090764","1,534731127","2182,7518218328","400,8555802874","118,7669166595","24,1689727712","326,0494758001","556,7404915912","78,474256764","1773,5695461741","285,1110033402"
225,0,"4,228862254","33,9391240774","1,7423293129","1912,7938264652","607,2556673333","96,3721191768","22,6391013308","250,0951223044","507,9399038585","72,8189358409","2391,9690732248","143,2645595386"
226,0,"5,1777278372","47,357701517","3,5156804865","1937,6581686498","363,1266545084","89,3161382557","23,0855151174","246,3052825487","128,6955185567","65,979990497","2723,8557037249","247,9647478709"
227,0,"6,6252092887","43,3544253527","2,9277966028","2006,1302294694","950,6190062481","154,668799736","24,1808322347","295,1365221169","710,1182826726","69,2151438714","1337,7483168277","142,5120917098"
228,0,"7,0884639256","83,1838359727","2,1794348154","2045,5635173334","616,082674873","86,4830548467","19,370401456","269,5263933117","278,4212399482","74,536589563","2744,6490942692","260,9667498918"
229,0,"8,9244496584","72,9542936841","4,9227814402","2071,2604383927","408,2946756271","100,3336958286","20,4784434721","318,3929039409","691,280873134","71,7291362154","2528,0680460864","159,3654521178"
230,0,"6,8513159751","45,1484000603","2,0663012061","2044,3746409408","435,5556859564","158,561608486","20,6256575782","270,2754093201","641,592129173","74,5572078867","1325,3017469991","151,6820368403"
231,0,"7,589292444","43,9961698414","4,3092957193","2060,6402145348","496,265964617","131,4009978567","17,8974191712","340,2886651542","929,0194155022","79,8641967172","2228,3491018241","168,4441056961"
232,0,"1,9707643985","67,0569955726","1,7198142671","2056,6163225725","1546,2908857447","126,1098634969","21,9509309749","270,4074712074","633,3909727435","71,3375719949","2811,0059834782","200,1161560805"
233,0,"12,0118701434","20,5716333306","4,3710946452","1976,3440050165","364,7937541454","79,2448066251","23,4668182653","270,2996796964","775,3058590767","76,2708018312","2259,1009442899","178,0184032999"
